danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,popularity,artists,album-name,release-date,name,lyrics,perplexity,nll,vader_sentiment,song_length,genre,topic_modelling
0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,audio_features,5sS4g0adkAUXvLJHQ1i2kj,spotify:track:5sS4g0adkAUXvLJHQ1i2kj,https://api.spotify.com/v1/tracks/5sS4g0adkAUXvLJHQ1i2kj,https://api.spotify.com/v1/audio-analysis/5sS4g0adkAUXvLJHQ1i2kj,295400,4,0,Jamiroquai,A Funk Odyssey,9/3/01,Little L," There you were freaking outTrying to get your head aroundThe fact that you and me and love is deadSee how I'm tripping out'Cause you can't decide what you really want from me Why does it have to be like this?I can never tell'Cause you make me love you, love you, babyWith a little L There you were shouting outCranking up your altercations, getting upset in your desperationScreamin' and hollerin'How could this love become so paper-thin?You're playing so hard to getYou're making me sweat just to hold your attentionI can't give you nothing moreIf you ain't giving nothing to meDon't you know that You make me love you, love you babyWith a little LWhy does it have to be like this?I can never tellSeems like you're stepping on the piecesOf my broken shell'Cause you make me love, love youWith a little L, you knowThat's the way you make me love you, yeah",20.52302742,15.10773697,0.9991,1913,Other,4
0.347,0.448,0,-6.955,1,0.0307,0.0991,0.717,0.123,0.422,144.682,audio_features,1zhMtdaOEhEdi49K1aCCLC,spotify:track:1zhMtdaOEhEdi49K1aCCLC,https://api.spotify.com/v1/tracks/1zhMtdaOEhEdi49K1aCCLC,https://api.spotify.com/v1/audio-analysis/1zhMtdaOEhEdi49K1aCCLC,150616,4,46,Teen Suicide,Goblin Problems,7/17/15,I Wanna Be a Witch, I wanna get high with you in my roomI want it to rainI wanna stay in bed todayI will change my nameI'm counting down the weeksUntil you come homeA miracle's gonna save meIt's the only way I wanna build a place in youWhere I can be made newI wanna sleep until it endsI won't make new friends,41.83584213,17.67310057,0.2373,349,Rock,0
0.712,0.102,2,-11.422,1,0.0522,0.899,0,0.121,0.38,104.371,audio_features,550Wn0mCBgXSnTNouQA2fY,spotify:track:550Wn0mCBgXSnTNouQA2fY,https://api.spotify.com/v1/tracks/550Wn0mCBgXSnTNouQA2fY,https://api.spotify.com/v1/audio-analysis/550Wn0mCBgXSnTNouQA2fY,219960,4,51,Rachel Brown,The Band,6/16/15,I Wanna Dance with Somebody, Clocks strikes upon the hourAnd the sun begins to fadeStill enough time to figure outHow to chase my blues awayI've done alright up 'til nowIt's the light of day that shows me howAnd when the night falls loneliness calls Oh! Wanna dance with somebodyI wanna feel the heat with somebodyYeah! Wanna dance with somebodyWith somebody who loves me I've been in love and lost my sensesSpinning through the townSoon or later the fever endsAnd I wind up feeling downI need a man who'll take a chanceOn a love that burns hot enough to lastAnd when the night fallsMy lonely heart calls Oh! Wanna dance with somebodyI wanna feel the heat with somebodyYeah! Wanna dance with somebodyWith somebody who loves meOh! Wanna dance with somebodyI wanna feel the heat with somebodyYeah! Wanna dance with somebodyWith somebody who loves me,18.43163872,14.57034427,0.9923,1417,Other,4
0.568,0.841,2,-7.29,1,0.0877,0.00952,0.125,0.113,0.46,119.969,audio_features,6vnNRItbAs8mQJ0D2kJULW,spotify:track:6vnNRItbAs8mQJ0D2kJULW,https://api.spotify.com/v1/tracks/6vnNRItbAs8mQJ0D2kJULW,https://api.spotify.com/v1/audio-analysis/6vnNRItbAs8mQJ0D2kJULW,186507,4,3,Cold War Kids,Dear Miss Lonelyhearts,4/2/13,Loner Phase," They're calling you a geniusIs that why you're acting so competitive?And even if they mean itDon't let the feeling get to your head I really wanna call youNever cleaned up the mess from the last time we metThe roof is gonna fall throughI'll stay out in the cold, all alone instead If you think you can, reach out your handLike all is well and nothing changedI went through hell to watch you in outer space The wine is in the basementSo why can't I hide away to hibernate?I'm sleeping through the momentAnd we're so afraid of getting worse with age If you think you can, reach out your handLike all is well and nothing changedI went through hell to watch you in outer space",30.23011208,16.60434316,0.8124,1140,Rock,0
0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,audio_features,1VuBmEauSZywQVtqbxNqka,spotify:track:1VuBmEauSZywQVtqbxNqka,https://api.spotify.com/v1/tracks/1VuBmEauSZywQVtqbxNqka,https://api.spotify.com/v1/audio-analysis/1VuBmEauSZywQVtqbxNqka,246400,4,64,U2,All That You Can't Leave Behind,1/1/00,Beautiful Day," The heart is a bloom, shoots up through the stoney groundThere's no room, no space to rent in this townYou're out of luck, and the reason that you had to careThe traffic is stuck, and you're not moving anywhereYou thought you'd found a friend to take you out of this placeSomeone you could lend a hand in return for grace It's a beautiful daySky falls, you feel likeIt's a beautiful dayDon't let it get away You're on the road, but you've got no destinationYou're in the mud, in the maze of her imaginationYou love this town even if that doesn't ring trueYou've been all over, and it's been all over you It's a beautiful dayDon't let it get awayIt's a beautiful dayOoh-hoo-hoo",24.82908821,15.87113728,0.9925,1479,Rock,0
0.631,0.859,9,-5.417,1,0.0276,0.519,0.926,0.318,0.874,97.729,audio_features,29s59akhVgJ6sQ5W6vze2x,spotify:track:29s59akhVgJ6sQ5W6vze2x,https://api.spotify.com/v1/tracks/29s59akhVgJ6sQ5W6vze2x,https://api.spotify.com/v1/audio-analysis/29s59akhVgJ6sQ5W6vze2x,149194,4,0,Mac DeMarco,Salad Days Demos,6/17/14,Salad Days," As I’m getting older, chip up on my shoulderRolling through life, to roll over and die Missing Hippie Jon, salad days are goneRemembering things just to tell ‘em so long  Oh mama, actin’ like my life’s already overOh dear, act your age and try another year Always feeling tired, smiling when requiredWrite another year off and kindly resign Salad days are gone, missing Hippie JonRemember the days just to tell ‘em so long  Oh mama, actin’ like my life’s already overOh dear, act your age and try another yearOh mama, actin’ like my life’s already overOh dear, act your age and try another year",30.80925179,16.81771681,0.8126,730,Other,2
0.575,0.818,10,-4.878,1,0.0266,0.0112,0,0.327,0.521,77.983,audio_features,3MEt5KPNRD7RpE8BnvJe6B,spotify:track:3MEt5KPNRD7RpE8BnvJe6B,https://api.spotify.com/v1/tracks/3MEt5KPNRD7RpE8BnvJe6B,https://api.spotify.com/v1/audio-analysis/3MEt5KPNRD7RpE8BnvJe6B,233760,4,57,Jesse McCartney,Right Where You Want Me,1/1/06,Just So You Know," I shouldn't love you, but I want toI just can't turn awayI shouldn't see you, but I can't moveI can't look away And I don't know how to be fine when I'm not'Cause I don't know how to make the feeling stop Just so you knowThis feeling's takin' controlOf me and I can't help itI won't sit aroundI can't let him win nowThought you should knowI've tried my best to let goOf you but I don't want toI just gotta say it all before I goJust so you know It's gettin' hard toBe around youThere's so much I can't sayDo you want me to hide the feelingsAnd look the other way?",18.0533905,14.37333519,0.3676,1636,Rock,4
0.719,0.721,7,-6.693,0,0.243,0.049,0.00865,0.0661,0.893,105.026,audio_features,4MUNZkVe0VfomuSgY1EJun,spotify:track:4MUNZkVe0VfomuSgY1EJun,https://api.spotify.com/v1/tracks/4MUNZkVe0VfomuSgY1EJun,https://api.spotify.com/v1/audio-analysis/4MUNZkVe0VfomuSgY1EJun,203115,4,33,Youngr,Out Of My System,9/2/16,Out Of My System," Yeah, I could love youGo get a job and start to saveStay at my mum’s houseLook out at the window at the rainOr I could ignore it, but I’d just be fuckin’ with your brainI only get one shot, yeah, I got dreams in my suitcase So I’ll play a little harderDo Burning Man in NevadaGo get lost in the SaharaDo it all while I got timeGet taken away by the sirensGo get fucked up on an islandI need to dance with my demonsI don’t want them all my life I say before the world gets serious and go buy my shirt and tieI need to access all areas, work on my chat-up linesSo give me the girls, give me the girlsGive me the beach and the sunshineYeah, I’m on a missionTrying to get it all out of my system",50.0981102,19.56991691,0.9852,1743,Other,3
0.647,0.751,2,-3.362,1,0.133,0.162,2.15E-05,0.847,0.63,99.996,audio_features,6yifEZyA5xGbQmmrmQ63Nb,spotify:track:6yifEZyA5xGbQmmrmQ63Nb,https://api.spotify.com/v1/tracks/6yifEZyA5xGbQmmrmQ63Nb,https://api.spotify.com/v1/audio-analysis/6yifEZyA5xGbQmmrmQ63Nb,183200,4,22,Alyssa Reid,High,7/14/17,High," I never knew that love could hurt this muchI'm not a stranger to goodbyeI feel like screaming when I hear your nameLike I'm dying inside You had me head over heelsNow I can get over youI'm in way over my headAnd I don't know what to doSo I get high, high, high till I'm numb out of painYou're under my skinYou're like a drug in my veins You get me high, high, high, highYou get me high, high, high, highYou get me ‒ high  High   I can't believe how much I need you hereThink I'm addicted to goodbyeI close my eyes until I disappearI know I'm dying inside",20.87328339,15.08757482,-0.913,1316,Other,1
0.383,0.391,5,-10.386,1,0.031,0.722,0,0.12,0.213,99.7,audio_features,4SoKhHMopURSMWCTkVriGl,spotify:track:4SoKhHMopURSMWCTkVriGl,https://api.spotify.com/v1/tracks/4SoKhHMopURSMWCTkVriGl,https://api.spotify.com/v1/audio-analysis/4SoKhHMopURSMWCTkVriGl,170840,4,0,Stevie Wonder,Someday At Christmas,11/1/67,Someday At Christmas," Someday at Christmas men won't be boysPlaying with bombs like kids play with toysOne warm December our hearts will seeA world where men are freeSomeday at Christmas there'll be no warsWhen we have learned what Christmas is forWhen we have found what life's really worthThere'll be peace on earth Someday all our dreams will come to beSomeday in a world where men are freeMaybe not in time for you and meBut someday at Christmastime Someday at Christmas we'll see a landWith no hungry children, no empty handOne happy morning people will shareOur world where people careSomeday at Christmas there'll be no tearsAll men are equal and no men have fearsOne shining moment, one prayer awayFrom our world today",31.10385895,17.07577916,0.9896,1260,Other,1
0.494,0.37,4,-13.598,0,0.0608,0.636,0,0.352,0.591,138.734,audio_features,0MoZADdiiC9yzcWpBbNYAC,spotify:track:0MoZADdiiC9yzcWpBbNYAC,https://api.spotify.com/v1/tracks/0MoZADdiiC9yzcWpBbNYAC,https://api.spotify.com/v1/audio-analysis/0MoZADdiiC9yzcWpBbNYAC,197600,3,5,Tony Bennett,Snowfall - The Tony Bennett Christmas Album,11/6/68,My Favourite Things,"Raindrops on roses and whiskers on kittensBright copper kettles and warm woolen mittensBrown paper packages tied up with stringsThese are a few of my favorite thingsCream-colored ponies and crisp apple strudelsDoorbells and sleigh bells and schnitzel with noodlesWild geese that fly with the moon on their wingsThese are a few of my favorite things Girls in white dresses with blue satin sashesSnowflakes that stay on my nose and eyelashesSilver white winters that melt into springThese are a few of my favorite things When the dog bites, when the bee stingsWhen I'm feeling sadI just simply remember my favorite thingsAnd then I don't feel so badGirls in white dresses with blue satin sashesSnowflakes that stay on my nose and eyelashesSilver white winters that melt into springThese are a few of my favorite things",14.886343,13.28326651,0.7662,1013,Jazz,0
0.774,0.432,7,-15.295,0,0.164,0.0604,0,0.0838,0.607,100.031,audio_features,3qe1hCoJR777cvCj3NrWE0,spotify:track:3qe1hCoJR777cvCj3NrWE0,https://api.spotify.com/v1/tracks/3qe1hCoJR777cvCj3NrWE0,https://api.spotify.com/v1/audio-analysis/3qe1hCoJR777cvCj3NrWE0,208065,4,9,Reece,LifeLong Love,8/17/16,LifeLong Love," You were gone too soonBut i'll be lying if I said I didn't need you backAnd now flies on your plate, your friends feed you thatMMA love, they just wanna see you tapSo uncomfortableYou don't want nothin' to do with meBut i'm in love with you, and i'm done with coolLock me up if i'm wrong though, chief constableI'm like lunchables, i'm like stack-stackBack to back, I need Amy back, I got no Wine in the houseThen i'm back to blackThey say there's plenty more fish, but that's the catch But we'll be living a long lifeI'll be living a long life with youAnd i've never been on timeYeah, i've never been on time, that's trueI know you're tired of waitingYou're heart has been more than patientI'll be home there for the takingCause i've been living a long lifeI'll be living this life long with youI know i've never been on timeNo, i've never been on time, that's trueI know you're tired of waitingYou're heart has been more than patientI'll be home there for the taking",23.93219757,15.62210607,0.9835,2143,Other,2
0.752,0.543,1,-9.483,1,0.0398,0.623,0.0706,0.107,0.282,126.001,audio_features,044qU7kwVZaDwzWnRsmVVL,spotify:track:044qU7kwVZaDwzWnRsmVVL,https://api.spotify.com/v1/tracks/044qU7kwVZaDwzWnRsmVVL,https://api.spotify.com/v1/audio-analysis/044qU7kwVZaDwzWnRsmVVL,233280,4,1,The xx,I See You,1/13/17,I Dare You," I'm in love with itIntoxicatedI'm in raptureFrom the inside I can feel that you want toWake up high on itFeel it suspendingI'm enamouredWay up in the sky I can see that you want to I've been a romantic for so longAll I've ever heard are love songs Singing oh-oh-ohGo on, I dare youOh-oh-ohI dare you I get chillsHeart's rate multipliesI'm on a different kind of highA rush of blood is not enoughI need my feelings set on fireNow I'm deep in it, infatuatedStrong attractionSide by side, and I know that you want to",33.34184647,17.05036951,0.984,1237,Hip hop,4
0.847,0.434,10,-12.466,0,0.275,0.76,8.89E-06,0.156,0.44,140.005,audio_features,3qIxnOusGoTpHvNVMLHscw,spotify:track:3qIxnOusGoTpHvNVMLHscw,https://api.spotify.com/v1/tracks/3qIxnOusGoTpHvNVMLHscw,https://api.spotify.com/v1/audio-analysis/3qIxnOusGoTpHvNVMLHscw,180062,4,71,SL,Tropical,12/26/17,Tropical," Let me sip on my tropical juiceAnd let me smoke this tropical weedB, I got the maddest of flavoursDon't think that this shit comes cheapSo, bitch don't moanWhen I charge fifteen for a DJust a little nigga in his zoneGrind hard, can't stow on these streetsMisch-mash and I'm doing it allDip, splash and I'm getting him peakHuh? I'm in the field all dayNo time for these stupid neeksCome, bitch come my wayJust watch how a veteran speaksTooled up on the lurk for my preyThe waigons don't want me to eatMan, the hood's all madI wish I could just make my PBut these bitches on me, so you know I can't lackThe Jake boys really on my backGot me in and out of court, got me feeling a twatAnd it's all my fault, 'cah I'm always getting caughtLike, I'm better than thatThe feds got like ten of the gangFree R1, free Max, free TazRest in peace all my brothersR.I.P Jetz, R.I.P BandzI buil' a sweet one with a mean kickbackWhen I think about my bros   ",92.08374023,22.27847587,-0.9465,2891,Other,2
0.477,0.628,9,-4.839,0,0.0331,0.00294,0.105,0.0764,0.819,128.043,audio_features,6qupVlJOqXyGFjr2axJzI0,spotify:track:6qupVlJOqXyGFjr2axJzI0,https://api.spotify.com/v1/tracks/6qupVlJOqXyGFjr2axJzI0,https://api.spotify.com/v1/audio-analysis/6qupVlJOqXyGFjr2axJzI0,212253,4,36,Kid Bombardos,I Round The Bend,4/20/09,I Round The Bend,When I’m walking through the nightI just wanna die somedayWhen I’m running 'round the timeAnd I chase gun to remember life What you will dream for meI don’t believe that it’s meThe major walking through the nightSee I’m looking guys your faceI just wanna die somedayI’ve dreamt that going to round the bendAnd more and more and more What you will dream for meI don’t believe that it’s meThe major walking through the night,28.65090561,16.19241377,-0.802,483,Other,1
0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,audio_features,5VSCgNlSmTV2Yq5lB40Eaw,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,https://api.spotify.com/v1/tracks/5VSCgNlSmTV2Yq5lB40Eaw,https://api.spotify.com/v1/audio-analysis/5VSCgNlSmTV2Yq5lB40Eaw,239894,4,65,John Newman,Tribute,1/1/13,Love Me Again," Know I've done wrongI left your heart tornIs that what devils do?Took you so lowWhere only fools goI shook the angel in you Now I'm rising from the groundRising up to youFilled with all the strength I foundThere's nothing I can't do I need to know now, know nowCan you love me again?I need to know now, know nowCan you love me again?I need to know now, know nowCan you love me again?I need to know now, know nowCan you love me again?Can you love me again? It's unforgivableI stole and burnt your soulIs that what demons do?They rule the worst of meDestroy everythingThey bring down angels like you",16.41798782,13.63080628,0.9948,1350,Rap,4
